,inchikey,hmdb,kegg,inchi code
C00224_Adenosine 5'-phosphosulfate,IRLPACMLTUPBCL-KQYNXXCUSA-N,HMDB0001003,C00224,"InChI=1S/C10H14N5O10PS/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-26(18,19)25-27(20,21)22/h2-4,6-7,10,16-17H,1H2,(H,18,19)(H2,11,12,13)(H,20,21,22)/t4-,6-,7-,10-/m1/s1"
C08279_Tiglate,UIERETOOQGIECD-ONEGZZNKSA-N,HMDB0001470,C08279,"InChI=1S/C5H8O2/c1-3-4(2)5(6)7/h3H,1-2H3,(H,6,7)/b4-3+"
C01551_Allantoin,POJWUDADGALRAB-UHFFFAOYSA-N,HMDB0000462,C01551,"InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)"
C01181_gamma-Butyrobetaine,JHPNVNIEXXLNTR-UHFFFAOYSA-O,HMDB0001161,C01181,"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1"
C00363_dTDP,UJLXYODCHAELLY-XLPZGREQSA-N,HMDB0001274,C00363,"InChI=1S/C10H16N2O11P2/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(22-8)4-21-25(19,20)23-24(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,11,14,15)(H2,16,17,18)/t6-,7+,8+/m0/s1"
C08737_Melamine,JDSHMPZPIAZGSV-UHFFFAOYSA-N,HMDB0041922,C08737,"InChI=1S/C3H6N6/c4-1-7-2(5)9-3(6)8-1/h(H6,4,5,6,7,8,9)"
C00064_Gln,ZDXPYRJPNDTMRX-VKHMYHEASA-N,HMDB0000641,C00064,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1"
C06231_Ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,METPA0797,C06231,"InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1"
C01585_Hexanoate,FUZZWVXGSFPDMH-UHFFFAOYSA-N,HMDB0000535,C01585,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)"
C08434_6-Methylaminopurine,CKOMXBHMKXXTNW-UHFFFAOYSA-N,HMDB0002099,C08434,"InChI=1S/C6H7N5/c1-7-5-4-6(10-2-8-4)11-3-9-5/h2-3H,1H3,(H2,7,8,9,10,11)"
C00183_Val,KZSNJWFQEVHDMF-BYPYZUCNSA-N,HMDB0000883,C00183,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1"
C01987_2-Aminophenol,CDAWCLOXVUBKRW-UHFFFAOYSA-N,METPA0236,C01987,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2"
C01950_Picolinamide,IBBMAWULFFBRKK-UHFFFAOYSA-N,,C01950,"InChI=1S/C6H6N2O/c7-6(9)5-3-1-2-4-8-5/h1-4H,(H2,7,9)"
"C08309_5-Methoxy-N,N-dimethyltryptamine",ZSTKHSQDNIGFLM-UHFFFAOYSA-N,HMDB0002004,C08309,"InChI=1S/C13H18N2O/c1-15(2)7-6-10-9-14-13-5-4-11(16-3)8-12(10)13/h4-5,8-9,14H,6-7H2,1-3H3"
C02703_Serine O-sulfate,LFZGUGJDVUUGLK-REOHCLBHSA-N,,C02703,"InChI=1S/C3H7NO6S/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1"
C00360_dAMP,KHWCHTKSEGGWEX-RRKCRQDMSA-N,HMDB0000905,C00360,"InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1"
C00214_Thymidine,IQFYYKKMVGJFEH-XLPZGREQSA-N,HMDB0000273,C00214,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1"
C04137_Octopine,IMXSCCDUAFEIOE-GDVGLLTNSA-N,,C04137,"InChI=1S/C9H18N4O4/c1-5(7(14)15)13-6(8(16)17)3-2-4-12-9(10)11/h5-6,13H,2-4H2,1H3,(H,14,15)(H,16,17)(H4,10,11,12)/t5?,6-/m0/s1"
C00300_Creatine,CVSVTCORWBXHQV-UHFFFAOYSA-N,HMDB0000064,C00300,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)"
C00105_UMP,DJJCXFVJDGTHFX-XVFCMESISA-N,HMDB0000288,C00105,"InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1"
C00429_Dihydrouracil,OIVLITBTBDPEFK-UHFFFAOYSA-N,HMDB0000076,C00429,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)"
C01005_O-Phosphoserine,BZQFBWGGLXLEPQ-REOHCLBHSA-N,HMDB0000272,C01005,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/t2-/m0/s1"
"C00968_3',5'-Cyclic dAMP",MKMZAENVDZADSW-RRKCRQDMSA-N,,C00968,"InChI=1S/C10H12N5O5P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5-6(19-7)2-18-21(16,17)20-5/h3-7H,1-2H2,(H,16,17)(H2,11,12,13)/t5-,6+,7+/m0/s1"
C00475_Cytidine,UHDGCWIWMRVCDJ-XVFCMESISA-N,HMDB0000089,C00475,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1"
C00330_2'-Deoxyguanosine,YKBGVTZYEHREMT-KVQBGUIXSA-N,HMDB0000085,C00330,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1"
C01909_Desthiobiotin,AUTOLBMXDDTRRT-UHFFFAOYSA-N,HMDB0003581,C01909,"InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)"
C02242_7-Methylguanine,FZWGECJQACGGTI-UHFFFAOYSA-N,HMDB0000897,C02242,"InChI=1S/C6H7N5O/c1-11-2-8-4-3(11)5(12)10-6(7)9-4/h2H,1H3,(H3,7,9,10,12)"
C03510_Methionine sulfoximine,SXTAYKAGBXMACB-DPVSGNNYSA-N,HMDB0029430,C03510,"InChI=1S/C5H12N2O3S/c1-11(7,10)3-2-4(6)5(8)9/h4,7H,2-3,6H2,1H3,(H,8,9)/t4-,11?/m0/s1"
C02679_Dodecanoate,POULHZVOKOAJMA-UHFFFAOYSA-N,HMDB0000638,C02679,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)"
C00122_Fumarate,VZCYOOQTPOCHFL-OWOJBTEDSA-N,HMDB0000134,C00122,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+"
C00073_Met,FFEARJCKVFRZRR-BYPYZUCNSA-N,HMDB0000696,C00073,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1"
C05682_Phosphonoacetate,XUYJLQHKOGNDPB-UHFFFAOYSA-N,HMDB0004110,C05682,"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)"
C00004_NADH,BOPGDPNILDQYTO-NNYOXOHSSA-N,HMDB0000902,C00004,"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1"
C01198_3-(2-Hydroxyphenyl)propionate,CJBDUOMQLFKVQC-UHFFFAOYSA-N,HMDB0033752,C01198,"InChI=1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)"
C01959_Taurocyamine,JKLRIMRKZBSSED-UHFFFAOYSA-N,HMDB0003584,C01959,"InChI=1S/C3H9N3O3S/c4-3(5)6-1-2-10(7,8)9/h1-2H2,(H4,4,5,6)(H,7,8,9)"
C02710_N-Acetylleucine,WXNXCEHXYPACJF-ZETCQYMHSA-N,HMDB0011756,C02710,"InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1"
C00499_Allantoate,NUCLJNSWZCHRKL-UHFFFAOYSA-N,HMDB0001209,C00499,"InChI=1S/C4H8N4O4/c5-3(11)7-1(2(9)10)8-4(6)12/h1H,(H,9,10)(H3,5,7,11)(H3,6,8,12)"
C01204_Phytate,IMQLKJBTEOYOSI-GPIVLXJGSA-N,HMDB0003502,C01204,"InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)/t1-,2-,3-,4+,5-,6-"
C00386_Carnosine,CQOVPNPJLQNMDC-ZETCQYMHSA-N,HMDB0000033,C00386,"InChI=1S/C9H14N4O3/c10-2-1-8(14)13-7(9(15)16)3-6-4-11-5-12-6/h4-5,7H,1-3,10H2,(H,11,12)(H,13,14)(H,15,16)/t7-/m0/s1"
C00083_Malonyl CoA,LTYOQGRJFJAKNA-DVVLENMVSA-N,HMDB0001175,C00083,"InChI=1S/C24H38N7O19P3S/c1-24(2,19(37)22(38)27-4-3-13(32)26-5-6-54-15(35)7-14(33)34)9-47-53(44,45)50-52(42,43)46-8-12-18(49-51(39,40)41)17(36)23(48-12)31-11-30-16-20(25)28-10-29-21(16)31/h10-12,17-19,23,36-37H,3-9H2,1-2H3,(H,26,32)(H,27,38)(H,33,34)(H,42,43)(H,44,45)(H2,25,28,29)(H2,39,40,41)/t12-,17-,18-,19+,23-/m1/s1"
C00811_p-Coumarate,NGSWKAQJJWESNS-ZZXKWVIFSA-N,HMDB0002035,C00811,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+"
C00547_Noradrenaline,SFLSHLFXELFNJZ-QMMMGPOBSA-N,HMDB0000216,C00547,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1"
C00307_CDP-choline,RZZPDXZPRHQOCG-OJAKKHQRSA-N,HMDB0001413,C00307,"InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1"
C00246_Butyrate,FERIUCNNQQJTOY-UHFFFAOYSA-N,HMDB0000039,C00246,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)"
"C00134_Putrescine(1,4-Butanediamine)",KIDHWZJUCRJVML-UHFFFAOYSA-N,HMDB0001414,C00134,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2
C00155_Homocysteine,FFFHZYDWPBMWHY-VKHMYHEASA-N,,C00155,"InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)/t3-/m0/s1"
C05332_Phenethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,HMDB0012275,C05332,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2"
C11016_Diphenylamine,DMBHHRLKUKUOEG-UHFFFAOYSA-N,HMDB0032562,C11016,"InChI=1S/C12H11N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h1-10,13H"
C00111_DHAP,GNGACRATGGDKBX-UHFFFAOYSA-N,HMDB0001473,C00111,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)"
C00655_XMP,DCTLYFZHFGENCW-UUOKFMHZSA-N,HMDB0001554,C00655,"InChI=1S/C10H13N4O9P/c15-5-3(1-22-24(19,20)21)23-9(6(5)16)14-2-11-4-7(14)12-10(18)13-8(4)17/h2-3,5-6,9,15-16H,1H2,(H2,19,20,21)(H2,12,13,17,18)/t3-,5-,6-,9-/m1/s1"
C00624_N-Acetylglutamate,RFMMMVDNIPUKGG-YFKPBYRVSA-N,HMDB0001138,C00624,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1"
"C06057_3-Aminopropane-1,2-diol",KQIGMPWTAHJUMN-VKHMYHEASA-N,,C06057,"InChI=1S/C3H9NO2/c4-1-3(6)2-5/h3,5-6H,1-2,4H2/t3-/m0/s1"
C00669_gamma-Glu-cys,RITKHVBHSGLULN-WHFBIAKZSA-N,HMDB0001049,C00669,"InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/t4-,5-/m0/s1"
C00003_NAD+,BAWFJGJZGIEFAR-NNYOXOHSSA-O,HMDB0000902,C00003,"InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1"
C00576_Betaine aldehyde,SXKNCCSPZDCRFD-UHFFFAOYSA-N,HMDB0001252,C00576,"InChI=1S/C5H12NO/c1-6(2,3)4-5-7/h5H,4H2,1-3H3/q+1"
C01879_5-Oxoproline,ODHCTXKNWHHXJC-VKHMYHEASA-N,HMDB0000267,C01879,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1"
C00571_Cyclohexylamine,PAFZNILMFXTMIY-UHFFFAOYSA-N,HMDB0031404,C00571,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2"
C00114_Choline,OEYIOHPDSNJKLS-UHFFFAOYSA-N,HMDB0000097,C00114,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1"
C00337_Dihydroorotate,UFIVEPVSAGBUSI-REOHCLBHSA-N,HMDB0000528,C00337,"InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/t2-/m0/s1"
"-_N1,N8-Diacetylspermidine",BKCVMAZDKFQPHB-UHFFFAOYSA-N,HMDB0041947,,"InChI=1S/C11H23N3O2/c1-10(15)13-8-4-3-6-12-7-5-9-14-11(2)16/h12H,3-9H2,1-2H3,(H,13,15)(H,14,16)"
C01020_6-Hydroxynicotinate,BLHCMGRVFXRYRN-UHFFFAOYSA-N,HMDB0002658,C01020,"InChI=1S/C6H5NO3/c8-5-2-1-4(3-7-5)6(9)10/h1-3H,(H,7,8)(H,9,10)"
C10901_2-Aminobenzimidazole,JWYUFVNJZUSCSM-UHFFFAOYSA-N,,C10901,"InChI=1S/C7H7N3/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H3,8,9,10)"
C00035_GDP,QGWNDRXFNXRZMB-UUOKFMHZSA-N,HMDB0001201,C00035,"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1"
C01035_gamma-Guanidinobutyrate,TUHVEAJXIMEOSA-UHFFFAOYSA-N,HMDB0003464,C01035,"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)"
C00079_Phe,COLNVLDHVKWLRT-QMMMGPOBSA-N,HMDB0000159,C00079,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1"
C00588_Phosphorylcholine,YHHSONZFOIEMCP-UHFFFAOYSA-O,HMDB0001565,C00588,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1"
C03678_4-Amino-3-hydroxybutyrate,YQGDEPYYFWUPGO-UHFFFAOYSA-N,HMDB0061877,C03678,"InChI=1S/C4H9NO3/c5-2-3(6)1-4(7)8/h3,6H,1-2,5H2,(H,7,8)"
C00212_Adenosine,OIRDTQYFTABQOQ-KQYNXXCUSA-N,HMDB0000050,C00212,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1"
C00002_ATP,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,HMDB0000538,C00002,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1"
C03795_N6-Methyl-2'-deoxyadenosine,DYSDOYRQWBDGQQ-XLPZGREQSA-N,,C03795,"InChI=1S/C11H15N5O3/c1-12-10-9-11(14-4-13-10)16(5-15-9)8-2-6(18)7(3-17)19-8/h4-8,17-18H,2-3H2,1H3,(H,12,13,14)/t6-,7+,8+/m0/s1"
C00311_Isocitrate,ODBLHEXUDAPZAU-UHFFFAOYSA-N,HMDB0000193,C00311,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)"
C06369_2-Deoxyglucose 6-phosphate,UQJFZAAGZAYVKZ-CERMHHMHSA-N,,C06369,"InChI=1S/C6H13O8P/c7-3-1-5(8)14-4(6(3)9)2-13-15(10,11)12/h3-9H,1-2H2,(H2,10,11,12)/t3-,4-,5?,6+/m1/s1"
C01044_N-Formylaspartate,MQUUQXIFCBBFDP-VKHMYHEASA-N,HMDB0060495,C01044,"InChI=1S/C5H7NO5/c7-2-6-3(5(10)11)1-4(8)9/h2-3H,1H2,(H,6,7)(H,8,9)(H,10,11)/t3-/m0/s1"
C03451_S-Lactoylglutathione,VDYDCVUWILIYQF-CSMHCCOUSA-N,HMDB0001066,C03451,"InChI=1S/C13H21N3O8S/c1-6(17)13(24)25-5-8(11(21)15-4-10(19)20)16-9(18)3-2-7(14)12(22)23/h6-8,17H,2-5,14H2,1H3,(H,15,21)(H,16,18)(H,19,20)(H,22,23)/t6-,7+,8+/m1/s1"
C02256_Castanospermine,JDVVGAQPNNXQDW-TVNFTVLESA-N,,C02256,"InChI=1S/C8H15NO4/c10-4-1-2-9-3-5(11)7(12)8(13)6(4)9/h4-8,10-13H,1-3H2/t4-,5-,6+,7+,8+/m0/s1"
C01494_trans-4-Hydroxy-3-methoxycinnamate,KSEBMYQBYZTDHS-HWKANZROSA-N,HMDB0000954,C01494,"InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+"
C05829_N-Carbamylglutamate,LCQLHJZYVOQKHU-VKHMYHEASA-N,HMDB0015673,C05829,"InChI=1S/C6H10N2O5/c7-6(13)8-3(5(11)12)1-2-4(9)10/h3H,1-2H2,(H,9,10)(H,11,12)(H3,7,8,13)/t3-/m0/s1"
C00191_Glucuronate,AEMOLEFTQBMNLQ-AQKNRBDQSA-N,HMDB0000127,C00191,"InChI=1S/C6H10O7/c7-1-2(8)4(5(10)11)13-6(12)3(1)9/h1-4,6-9,12H,(H,10,11)/t1-,2-,3+,4-,6?/m0/s1"
C00352_Glucosamine 6-phosphate,XHMJOUIAFHJHBW-IVMDWMLBSA-N,HMDB0001254,C00352,"InChI=1S/C6H14NO8P/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6?/m1/s1"
C02421_Isonicotinamide,VFQXVTODMYMSMJ-UHFFFAOYSA-N,,C02421,"InChI=1S/C6H6N2O/c7-6(9)5-1-3-8-4-2-5/h1-4H,(H2,7,9)"
C00043_UDP-N-acetylglucosamine,LFTYTUAZOPRMMI-CFRASDGPSA-N,HMDB0000290,C00043,"InChI=1S/C17H27N3O17P2/c1-6(22)18-10-13(26)11(24)7(4-21)35-16(10)36-39(31,32)37-38(29,30)33-5-8-12(25)14(27)15(34-8)20-3-2-9(23)19-17(20)28/h2-3,7-8,10-16,21,24-27H,4-5H2,1H3,(H,18,22)(H,29,30)(H,31,32)(H,19,23,28)/t7-,8-,10-,11-,12-,13-,14-,15-,16-/m1/s1"
C00188_Thr,AYFVYJQAPQTCCC-GBXIJSLDSA-N,HMDB0000167,C00188,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1"
C00051_Glutathione(red),RWSXRVCMGQZWBV-WDSKDSINSA-N,HMDB0000125,C00051,"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1"
C01586_Hippurate,QIAFMBKCNZACKA-UHFFFAOYSA-N,HMDB0000714,C01586,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)"
C00835_Sepiapterin,VPVOXUSPXFPWBN-VKHMYHEASA-N,HMDB0000238,C00835,"InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,15H,2H2,1H3,(H4,10,11,13,14,17)/t3-/m0/s1"
"C03030_2,4-Dihydroxypyrimidine-5-carboxylate",ZXYAAVBXHKCJJB-UHFFFAOYSA-N,,C03030,"InChI=1S/C5H4N2O4/c8-3-2(4(9)10)1-6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)"
C02835_Imidazole-4-acetate,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,HMDB0002024,C02835,"InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)"
C00314_Pyridoxine,LXNHXLLTXMVWPM-UHFFFAOYSA-N,HMDB0000239,C00314,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3"
C00437_N-Acetylornithine,JRLGPAXAGHMNOL-LURJTMIESA-N,HMDB0003357,C00437,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1"
C05824_Cysteine S-sulfate,NOKPBJYHPHHWAN-REOHCLBHSA-N,HMDB0000731,C05824,"InChI=1S/C3H7NO5S2/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1"
C05127_1-Methylhistamine,FHQDWPCFSJMNCT-UHFFFAOYSA-N,HMDB0000898,C05127,"InChI=1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3"
C02137_Benzoylformate,FAQJJMHZNSSFSM-UHFFFAOYSA-N,HMDB0001587,C02137,"InChI=1S/C8H6O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5H,(H,10,11)"
C00791_Creatinine,DDRJAANPRJIHGJ-UHFFFAOYSA-N,HMDB0000562,C00791,"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)"
C03618_threo-beta-methylaspartate,LXRUAYBIUSUULX-HRFVKAFMSA-N,,C03618,"InChI=1S/C5H9NO4/c1-2(4(7)8)3(6)5(9)10/h2-3H,6H2,1H3,(H,7,8)(H,9,10)/t2-,3-/m0/s1"
C02129_4-Acetylbutyrate,MGTZCLMLSSAXLD-UHFFFAOYSA-N,HMDB0061881,C02129,"InChI=1S/C6H10O3/c1-5(7)3-2-4-6(8)9/h2-4H2,1H3,(H,8,9)"
C08277_Sebacate,CXMXRPHRNRROMY-UHFFFAOYSA-N,HMDB0000792,C08277,"InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)"
C04294_4-Methyl-5-thiazoleethanol,BKAWJIRCKVUVED-UHFFFAOYSA-N,HMDB0032985,C04294,"InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3"
C01784_Benzamidine,PXXJHWLDUBFPOL-UHFFFAOYSA-N,,C01784,"InChI=1S/C7H8N2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H3,8,9)"
C01180_4-Methylthio-2-oxobutyrate,SXFSQZDSUWACKX-UHFFFAOYSA-N,HMDB0001553,C01180,"InChI=1S/C5H8O3S/c1-9-3-2-4(6)5(7)8/h2-3H2,1H3,(H,7,8)"
C01678_Cysteamine,UFULAYFCSOUIOV-UHFFFAOYSA-N,HMDB0002991,C01678,"InChI=1S/C2H7NS/c3-1-2-4/h4H,1-3H2"
C00127_Glutathione(ox),YPZRWBKMTBYPTK-BJDJZHNGSA-N,HMDB0003337,C00127,"InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1"
